,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,adults,children,residents
21448,2171,OK,False,"Cimarron County, OK",Cimarron County,2p3c,11280.0,11201.41044,16184.868,19214.6592,8145.90156,16095.3756,9559.26564,91681.476,58428.45703125,2,3,5
2729,273,CO,False,"Huerfano County, CO",Huerfano County,2p4c,12648.0,13976.622,16462.614,17461.3416,9647.1504,13560.834,7703.77368,91460.3376,52459.515625,2,4,6
21065,2133,OH,False,"Paulding County, OH",Paulding County,2p0c,7584.0,5459.04492,13491.4128,8965.37988,4726.00968,0.0,5662.74612,45888.5952,68396.8828125,2,0,2
5655,572,ID,False,"Caribou County, ID",Caribou County,2p0c,6684.0,5763.38232,14953.1412,10122.56028,4510.17732,0.0,6182.66376,48215.9244,67128.75,2,0,2
23911,2420,SD,False,"Hand County, SD",Hand County,1p1c,8628.0,4801.1898,12456.4044,9677.65284,4865.92488,5426.68656,4323.19524,50179.0548,74958.3046875,1,1,2
17809,1807,NJ,True,"Vineland-Bridgeton, NJ MSA",Cumberland County,2p4c,21552.0,13573.4496,15294.3456,19387.3188,12727.3356,21055.4484,13144.1172,116734.02,67857.796875,2,4,6
8385,845,IA,False,"Jasper County, IA",Jasper County,2p0c,6996.0,5706.31932,13445.1456,9709.37988,4602.55116,0.0,6428.4294,46887.8256,72510.3515625,2,0,2
18435,1870,NY,True,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",Erie County,2p0c,9494.80008,6048.69876,11678.8674,9753.0798,5632.02252,0.0,6871.719,49479.1872,80262.8828125,2,0,2
11004,1107,KY,True,"Louisville, KY-IN HUD Metro FMR Area",Spencer County,1p4c,11155.2978,10755.46872,15177.6684,13912.5084,7939.13448,16533.3516,8963.31228,84436.74,89407.796875,1,4,5
21036,2130,OH,False,"Muskingum County, OH",Muskingum County,2p1c,9048.0,6368.2068,13086.3624,12401.076,5585.89932,6904.53732,6126.21096,59520.2928,62189.71875,2,1,3
12196,1231,MA,True,"Providence-Fall River, RI-MA HUD Metro FMR Area | Taunton-Mansfield-Norton, MA HUD Metro FMR Area | Easton-Raynham, MA HUD Metro FMR Area | New Bedford, MA HUD Metro FMR Area",Bristol County,2p1c,13691.3736,8404.13892,12985.9164,10304.44332,8006.07564,12569.3868,10253.56272,76214.8944,89473.515625,2,1,3
17296,1751,NE,False,"Rock County, NE",Rock County,2p1c,8808.0,8120.0544,14914.9896,18843.0,6133.70136,6642.46068,8789.12916,72251.3316,71282.265625,2,1,3
26779,2706,TX,False,"McCulloch County, TX",McCulloch County,2p4c,12672.0,12408.732,15534.2736,21892.5012,9087.73824,9762.21096,3941.23428,85298.6892,60591.9765625,2,4,6
27639,2792,TX,True,"Laredo, TX MSA",Webb County,2p4c,14388.0,11736.77928,14159.76,17516.9928,9466.03788,12750.0204,3645.56256,83663.1504,51308.4453125,2,4,6
4131,420,GA,False,"Chattooga County, GA",Chattooga County,1p1c,7776.0,4556.54328,11440.16604,7975.04592,4468.5666,5212.33848,5030.74224,46459.4028,47507.1328125,1,1,2
27741,2803,TX,False,"Yoakum County, TX",Yoakum County,1p1c,8916.0,4709.4474,11804.4522,8226.5208,4937.03724,4717.79004,3772.41024,47083.6584,75549.75,1,1,2
30249,3053,WV,False,"Monroe County, WV",Monroe County,2p4c,10092.0,13304.67,15796.5324,31558.1544,8477.53632,13205.6796,11956.44504,104391.024,52116.5546875,2,4,6
7461,753,IN,False,"Marshall County, IN",Marshall County,1p1c,8784.0,4067.25036,11725.8084,7486.23636,4656.51456,6484.90068,5124.4296,48329.1384,65753.8359375,1,1,2
10911,1098,KY,False,"Powell County, KY",Powell County,1p1c,8316.0,4250.73492,11703.85104,7076.9238,4553.42364,5808.33732,5551.32024,47260.5912,54669.24609375,1,1,2
28305,2859,VA,True,"Lynchburg, VA MSA",Bedford County,2p0c,8270.14452,6143.80368,13297.416,10874.95968,5222.74188,0.0,7352.42208,51161.49,78589.15625,2,0,2
19816,2008,NC,False,"Vance County, NC",Vance County,2p1c,8316.0,6533.92164,13018.1904,13403.7252,5380.71204,6475.50948,6895.08984,60023.1504,50689.26953125,2,1,3
13112,1333,MI,True,"Ann Arbor, MI MSA",Washtenaw County,1p2c,15168.0,7594.62084,11589.05196,8595.09444,8247.79464,20600.7756,11098.70292,82894.0428,104837.9140625,1,2,3
19508,1977,NC,True,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Mecklenburg County,2p3c,19514.9088,12299.5872,14151.18,15843.0204,11527.64652,18561.1644,13191.804,105089.3088,85798.5,2,3,5
30447,3073,WV,False,"Wetzel County, WV",Wetzel County,2p2c,8112.0,8634.8562,14253.2436,23781.7164,6068.046,11685.73896,10087.35936,82622.9592,53818.0078125,2,2,4
5522,559,ID,False,"Adams County, ID",Adams County,1p2c,8808.0,7303.38132,14485.2756,9783.36624,5837.78868,11814.23364,5715.11724,63747.1644,58539.3515625,1,2,3
15037,1525,MO,False,"Chariton County, MO",Chariton County,2p2c,7944.0,8275.07004,14452.1148,21187.476,5876.80848,9082.9314,7513.40628,74331.8088,62192.80078125,2,2,4
10274,1034,KY,False,"Fleming County, KY",Fleming County,1p4c,9900.0,9914.0544,13398.8508,14234.7264,7179.41304,12297.7656,5679.78108,72604.5936,54496.73828125,1,4,5
15550,1577,MO,False,"New Madrid County, MO",New Madrid County,1p0c,5484.0,2873.90976,10921.92768,6918.69,3028.4004,0.0,5193.41604,34420.3452,48116.04296875,1,0,1
27373,2766,TX,False,"Starr County, TX",Starr County,1p3c,11280.0,7650.97044,12229.8624,11215.22016,6859.437,9243.77412,2075.25792,60554.52,34122.45703125,1,3,4
22618,2288,PA,False,"Clearfield County, PA",Clearfield County,2p3c,11256.0,10762.13892,14881.9428,15945.8256,7978.04004,16537.176,7996.39824,85357.524,62194.85546875,2,3,5
4464,453,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Fulton County,1p4c,18532.4112,13535.7936,11938.6794,15310.6476,11619.57492,14304.2232,12408.438,97649.766,98122.46875,1,4,5
14206,1442,MS,False,"George County, MS",George County,2p1c,8688.0,6983.721,14373.0312,14332.5588,5678.48292,2893.32516,6558.14424,59507.262,58202.5546875,2,1,3
3004,301,CO,False,"San Juan County, CO",San Juan County,1p4c,15936.0,13755.2928,15459.582,12104.2692,10758.32664,14489.4072,10867.45308,93370.3296,62893.09375,1,4,5
8763,883,IA,False,"Union County, IA",Union County,1p3c,12204.0,8697.00216,13124.316,12180.1164,7573.2576,11513.14236,7924.35936,73216.1952,73879.109375,1,3,4
24464,2475,TN,False,"Cumberland County, TN",Cumberland County,1p4c,11304.0,12072.4632,13514.0628,14915.8716,8470.2144,10127.36424,2718.99996,73122.978,58248.76171875,1,4,5
13917,1413,MN,False,"Traverse County, MN",Traverse County,2p2c,8808.0,9624.26664,15392.8872,13968.642,6678.7368,11115.07392,6709.92192,72297.5268,70555.2734375,2,2,4
7749,781,IN,False,"Switzerland County, IN",Switzerland County,2p4c,12576.0,12722.31,15098.3472,18200.8212,9166.57476,15075.5892,6862.4766,89702.1216,63021.44921875,2,4,6
332,34,AL,True,"Henry County, AL HUD Metro FMR Area",Henry County,1p2c,7608.0,7236.17208,13212.0876,11294.53344,5378.62944,12749.3964,6852.89868,64331.7192,62311.91015625,1,2,3
12561,1278,MI,False,"Gladwin County, MI",Gladwin County,1p1c,8808.0,4801.1898,12162.5076,6767.7378,4931.14596,6526.97676,5411.82024,49409.3784,55774.109375,1,1,2
10681,1075,KY,False,"Madison County, KY",Madison County,1p1c,8760.0,4158.99204,11443.845,7076.9238,4681.0602,6021.08784,5672.6994,47814.6096,68402.015625,1,1,2
14753,1497,MS,False,"Warren County, MS",Warren County,1p3c,12144.0,9563.71284,12993.564,14532.7128,7865.56056,4790.81688,5807.09364,67697.4612,57817.4921875,1,3,4
3608,367,FL,True,"Ocala, FL MSA",Marion County,2p3c,14712.0,11494.2576,14822.5668,16471.3296,9495.56028,12466.836,5711.39064,85173.9372,56045.19140625,2,3,5
20484,2075,OH,False,"Athens County, OH",Athens County,1p4c,12564.0,10462.8018,12428.4888,14052.1788,8343.51852,14359.5624,5304.74232,77515.2948,64532.9375,1,4,5
6700,677,IL,False,"Pope County, IL",Pope County,1p0c,5712.0,2811.65916,11918.88792,7182.69,3088.45788,0.0,6112.94124,36826.6344,65948.9296875,1,0,1
28068,2835,UT,True,"Ogden-Clearfield, UT HUD Metro FMR Area",Weber County,2p3c,15181.1808,10798.7454,16402.7196,15398.9184,9413.5518,17490.3732,10929.28932,95614.7808,79465.0390625,2,3,5
12146,1225,MD,True,"Salisbury, MD HUD Metro FMR Area",Wicomico County,2p1c,12576.0,7315.1514,14020.4088,8943.87156,7207.34844,9233.86596,8346.75,67643.3964,71676.5625,2,1,3
31313,3160,WY,False,"Lincoln County, WY",Lincoln County,1p3c,12816.0,8876.32248,15437.3352,18092.3244,7859.98392,23896.4112,10846.656,97825.0308,83945.0859375,1,3,4
24724,2501,TN,False,"Jackson County, TN",Jackson County,1p4c,9900.0,11377.38276,13856.7924,14915.8716,7709.6352,9733.92768,1955.11728,69448.728,50858.6953125,1,4,5
1300,131,AR,False,"Dallas County, AR",Dallas County,1p0c,5748.0,2998.41132,11256.73392,4846.79004,3169.16964,0.0,5051.7228,33070.8276,53087.93359375,1,0,1
28434,2872,VA,True,"Roanoke, VA HUD Metro FMR Area",Craig County,1p4c,10007.51736,11340.79908,15206.3256,16529.5416,7735.33668,14476.5576,8741.74224,84037.8228,80900.546875,1,4,5
16806,1702,NE,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dixon County,2p1c,8951.36424,7031.06832,15198.2712,18803.13,5791.06572,7943.094,8860.03932,72578.0328,74658.46875,2,1,3
5619,568,ID,False,"Boundary County, ID",Boundary County,2p4c,12600.0,15589.3092,16035.4308,19423.1832,10214.09844,13699.9044,8173.57836,95735.508,62790.4140625,2,4,6
8854,892,IA,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Woodbury County,1p4c,12291.12,10865.21856,13005.3108,15223.8252,8390.45436,15004.9632,9534.20292,84315.0936,72391.234375,1,4,5
22767,2303,PA,False,"Indiana County, PA",Indiana County,2p2c,9264.0,9114.5706,14614.422,13260.8304,6659.28144,14340.9504,7594.24224,74848.3008,67111.296875,2,2,4
18666,1893,NY,True,"Syracuse, NY MSA",Oswego County,2p1c,9874.49856,6486.5742,14258.4444,14758.4208,5928.26184,9909.80568,8819.031,70035.0348,69073.5625,2,1,3
18933,1920,NC,False,"Alleghany County, NC",Alleghany County,1p3c,10344.0,8278.59012,13596.3804,14532.7128,6747.69876,11953.24728,6986.2302,72438.8616,45074.58203125,1,3,4
15007,1522,MO,False,"Carter County, MO",Carter County,2p2c,7956.0,8065.19676,14187.204,19714.5552,5805.11136,8877.25272,6902.76564,71508.0876,56950.8515625,2,2,4
30296,3058,WV,False,"Pleasants County, WV",Pleasants County,2p1c,8112.0,6557.59572,14217.1908,18257.64,5315.373,5888.97948,8864.4924,67213.272,72961.125,2,1,3
596,60,AL,False,"Sumter County, AL",Sumter County,2p1c,9300.0,7007.39424,13491.2208,14182.746,5908.81164,5232.92544,7926.4416,63049.5408,45116.68359375,2,1,3
12200,1235,MA,False,"Dukes County, MA",Dukes County,1p0c,19188.0,3963.29772,11334.32808,5534.18004,8388.62844,0.0,11058.6834,59467.1196,99233.4921875,1,0,1
27822,2811,UT,False,"Daggett County, UT",Daggett County,1p2c,9540.0,7773.846,15784.77,10665.66948,6273.48924,15371.934,9537.23808,74946.9492,99325.9140625,1,2,3
537,54,AL,True,"Pickens County, AL HUD Metro FMR Area",Pickens County,2p2c,7608.0,10133.96412,14223.726,16888.014,6428.61324,12295.8396,8564.21856,76142.3784,55549.234375,2,2,4
17079,1729,NE,False,"Kimball County, NE",Kimball County,2p4c,10956.0,14603.7792,14947.9008,31215.9612,9261.31572,18261.1776,12685.476,111931.6056,67385.4609375,2,4,6
6510,658,IL,True,"Bloomington, IL  HUD Metro FMR Area",McLean County,1p0c,7236.0,3112.53768,9701.19948,5953.34988,3749.68356,0.0,5872.953,35625.7236,95238.1171875,1,0,1
7042,711,IN,True,"Carroll County, IN HUD Metro FMR Area",Carroll County,1p2c,8784.0,6183.23076,13770.0204,9839.18844,5423.21808,17398.8828,7072.28904,68470.8276,66900.796875,1,2,3
14193,1441,MS,False,"Franklin County, MS",Franklin County,1p3c,10212.0,8965.9812,13434.9636,14682.15,6948.939,4408.17516,4815.86316,63468.0708,52104.234375,1,3,4
10429,1049,KY,False,"Hart County, KY",Hart County,2p4c,10296.0,11781.5772,15139.0764,19356.4632,7999.57692,12263.4108,6923.64036,83759.742,49380.06640625,2,4,6
18713,1898,NY,True,"New York, NY HUD Metro FMR Area",Richmond County,1p3c,27676.002,11177.58984,12600.9804,11515.95996,14078.1888,39799.5504,28133.7888,144982.056,103213.4765625,1,3,4
14879,1509,MO,False,"Barry County, MO",Barry County,2p4c,10728.0,13304.67,15158.694,18870.7176,8707.98408,10110.07032,5966.28924,82846.4244,55388.0234375,2,4,6
11471,1154,LA,False,"Natchitoches Parish, LA",Natchitoches Parish,1p1c,10176.0,4694.15664,11128.12212,9034.83036,5388.04392,4461.0234,5622.1446,50504.3208,49921.203125,1,1,2
22756,2302,PA,False,"Huntingdon County, PA",Huntingdon County,2p1c,8688.0,7622.90844,13804.5408,11036.59572,5910.08568,6879.12156,7004.59788,60945.8496,65400.60546875,2,1,3
28640,2893,VA,False,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,1p0c,6187.05108,2915.41044,10928.9802,5302.79004,3298.18068,0.0,5441.20896,34073.622,51319.73828125,1,0,1
30740,3103,WI,False,"Jackson County, WI",Jackson County,1p0c,5808.0,3195.53868,11511.01176,5718.69,3262.3374,0.0,5227.46076,34723.0368,71051.2265625,1,0,1
5992,606,IL,False,"Brown County, IL",Brown County,1p2c,10980.0,6272.84328,12724.2492,12114.9456,6251.38548,13182.0048,8324.85936,69850.2888,82146.0859375,1,2,3
15542,1576,MO,False,"Morgan County, MO",Morgan County,1p2c,7944.0,6586.48536,12609.072,11899.62228,5264.96772,8820.69948,5182.38684,58307.232,50839.18359375,1,2,3
2505,251,CO,True,"Boulder, CO MSA",Boulder County,2p0c,17136.0,7513.3206,12951.5376,7936.76004,8931.4212,0.0,9439.03128,63908.0688,115841.3828125,2,0,2
23367,2365,SC,True,"Columbia, SC HUD Metro FMR Area",Fairfield County,2p2c,8780.67852,9714.21384,15432.8052,15989.892,6701.42868,8941.49628,6458.6484,72019.1604,49046.34765625,2,2,4
30213,3050,WV,True,"Cumberland, MD-WV MSA",Mineral County,1p3c,11280.13848,8965.9812,13364.7816,18030.4128,7335.96756,17797.9524,11932.96068,88708.1952,63423.96484375,1,3,4
26528,2681,TX,True,"Dallas, TX HUD Metro FMR Area",Kaufman County,2p3c,18806.1168,10505.89668,15594.9696,19906.0896,10620.89796,14910.0732,8317.01592,98661.0588,81456.0546875,2,3,5
10633,1070,KY,False,"Logan County, KY",Logan County,1p3c,10704.0,8069.38332,13123.0728,12081.954,6802.3374,12444.978,6740.04708,69965.772,58706.7265625,1,3,4
19341,1961,NC,True,"Haywood County, NC HUD Metro FMR Area",Haywood County,1p1c,9924.0,4724.73744,11504.46612,8928.99312,5307.81552,8348.32032,6888.79692,55627.1304,67951.2421875,1,1,2
3161,323,DE,True,"Dover, DE MSA",Kent County,1p1c,12792.0,4617.705,11164.59228,8587.70652,6308.22288,9293.94648,8000.61696,60764.7888,72821.4765625,1,1,2
30430,3072,WV,False,"Webster County, WV",Webster County,1p0c,5616.0,2977.66092,11626.16892,8602.79004,3113.8224,0.0,6089.53524,38025.978,47124.12890625,1,0,1
14562,1478,MS,True,"Hattiesburg, MS MSA",Perry County,1p2c,7541.38992,6922.53,13239.1068,11773.03128,5240.8488,7204.8018,4849.74612,56771.4552,52224.37109375,1,2,3
9990,1006,KY,False,"Bell County, KY",Bell County,1p0c,5700.0,2925.78516,10655.94732,4618.79004,3125.46204,0.0,5189.8554,32215.8396,33254.7890625,1,0,1
308,31,AL,True,"Dothan, AL HUD Metro FMR Area",Geneva County,2p3c,9469.02612,10798.7454,14906.6724,19738.5408,7343.81328,14428.1124,8894.3826,85579.2888,52019.0078125,2,3,5
7107,717,IN,False,"Daviess County, IN",Daviess County,2p2c,9096.0,8424.9822,14646.2376,13463.6268,6348.54276,12757.4136,6761.17164,71497.9752,67837.265625,2,2,4
11122,1119,KY,True,"Lexington-Fayette, KY MSA",Woodford County,1p2c,9737.33352,7124.15772,13828.6524,9404.46756,6109.58316,15508.764,8398.42608,70111.3824,80562.71875,1,2,3
4330,440,GA,True,"Albany, GA MSA",Dougherty County,1p0c,7471.55268,3133.28796,9596.70192,5149.47984,3842.5518,0.0,5567.26944,34760.8452,48077.0234375,1,0,1
16298,1651,MT,False,"Mineral County, MT",Mineral County,2p3c,12600.0,11750.499,16358.6088,17576.4492,8823.1458,17182.4292,10649.31228,94940.4432,52701.84765625,2,3,5
16176,1639,MT,True,"Golden Valley County, MT HUD Metro FMR Area",Golden Valley County,2p1c,9000.0,7504.54032,16570.5576,12323.2296,5980.2462,8066.60964,8565.22632,68010.4104,53414.46484375,2,1,3
28041,2833,UT,True,"St. George, UT MSA",Washington County,1p1c,11640.0,4892.9322,11837.22144,7260.26076,5990.53344,6863.5086,6868.95708,55353.4164,71597.5,1,1,2
20795,2106,OH,False,"Highland County, OH",Highland County,2p0c,7080.0,5287.85592,12810.6516,9565.37988,4481.36208,0.0,5434.04292,44659.2924,58335.015625,2,0,2
293,30,AL,False,"Franklin County, AL",Franklin County,1p3c,9552.0,8697.00216,12508.5384,14114.2908,6612.33324,13955.0844,7308.375,72747.6216,52598.13671875,1,3,4
19409,1967,NC,False,"Jackson County, NC",Jackson County,2p4c,12096.0,13752.6372,14819.418,23902.1928,9365.98092,12239.8632,8942.55468,95118.6444,64060.59765625,2,4,6
3391,346,FL,True,"Gainesville, FL MSA",Gilchrist County,1p1c,8608.4802,5061.12708,12224.8404,9144.54204,4953.03768,5912.85756,4333.43736,50238.3228,51923.51171875,1,1,2
25547,2583,TX,True,"Brownsville-Harlingen, TX MSA",Cameron County,2p2c,9036.0,7015.82076,13338.4308,13906.248,5816.20788,10476.2256,3587.6484,63176.5836,45789.25390625,2,2,4
20261,2053,ND,False,"Ramsey County, ND",Ramsey County,1p1c,8808.0,4862.3514,11822.57232,6893.4756,4953.3072,7011.62256,4341.64452,48692.9736,86567.59375,1,1,2
9132,920,KS,False,"Ellis County, KS",Ellis County,1p2c,8880.0,6810.51564,12222.4116,11157.95064,5685.29256,9271.7586,5202.6288,59230.5588,80334.765625,1,2,3
8962,903,KS,False,"Chase County, KS",Chase County,1p2c,8616.0,6765.70896,13715.0988,11134.02612,5573.39976,8928.99096,5403.54672,60136.77,58377.11328125,1,2,3
25810,2610,TX,False,"Dawson County, TX",Dawson County,1p0c,6456.0,3154.03824,11046.40572,5506.79004,3482.0958,0.0,4374.1542,34019.484,56060.59375,1,0,1
28001,2829,UT,True,"Tooele County, UT HUD Metro FMR Area",Tooele County,1p1c,11544.0,4678.8666,12560.118,6209.51808,5878.18428,6815.19648,6646.05108,54331.9332,82638.9609375,1,1,2
14636,1485,MS,False,"Sharkey County, MS",Sharkey County,2p1c,8208.0,7362.498,13261.2096,14752.0344,5641.8054,2796.63588,6330.48852,58352.6724,44871.26953125,2,1,3
29312,2960,VA,True,"Harrisonburg, VA MSA",Harrisonburg city,1p2c,11006.54376,7034.54592,11165.34372,11055.28488,6536.99784,15096.0876,8338.55496,70233.3576,65111.0390625,1,2,3
25646,2593,TX,False,"Coke County, TX",Coke County,2p1c,8808.0,6746.98392,14685.0792,13733.3112,5636.18412,4695.48156,5214.46104,59519.502,66589.671875,2,1,3
27335,2762,TX,False,"Shelby County, TX",Shelby County,2p0c,6684.0,5611.2144,13276.3584,11013.58008,4455.04104,0.0,5109.66024,46149.852,51232.45703125,2,0,2
10228,1029,KY,True,"Owensboro, KY MSA",Daviess County,2p3c,13266.5124,9554.14452,14711.2152,22544.9916,8268.82392,17756.9952,11687.85936,97790.5428,67418.3203125,2,3,5
11366,1143,LA,True,"Iberville Parish, LA HUD Metro FMR Area",Iberville Parish,2p1c,9780.0,7409.84616,13939.7412,15355.8336,6228.55884,5845.9464,7888.44144,66448.3716,58761.1484375,2,1,3
29454,2974,VA,True,"Richmond, VA MSA",Richmond city,1p4c,16982.0508,11816.38188,11271.40284,15203.1,10434.80784,17938.7772,12366.3984,96012.9204,66234.390625,1,4,5
10892,1096,KY,False,"Perry County, KY",Perry County,1p2c,7956.0,6429.66432,11960.00832,9175.80912,5212.49376,10693.16016,5350.19124,56777.3256,45596.2109375,1,2,3
8412,848,IA,True,"Jones County, IA HUD Metro FMR Area",Jones County,1p2c,8580.0,6586.48536,13545.9372,9552.0894,5495.41584,12840.1728,6961.62084,63561.7212,76999.6328125,1,2,3
12357,1257,MI,False,"Antrim County, MI",Antrim County,2p2c,8808.0,10463.7678,15368.7624,12385.8804,6982.92192,13927.4052,7853.67996,75790.4184,68512.9140625,2,2,4
24502,2479,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Dickson County,1p2c,10280.79492,6452.0676,13424.514,10959.58524,6062.97624,11636.7774,4374.73428,63191.4492,65629.5859375,1,2,3
29263,2955,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,1p3c,30157.8312,11715.54864,11319.69804,13009.3416,15172.3764,24379.6512,23981.9688,129736.416,177662.46875,1,3,4
9646,971,KS,False,"Rawlins County, KS",Rawlins County,2p1c,8616.0,7338.82476,14767.296,14049.0108,5781.06228,6006.09636,7498.53876,64056.8256,73332.8359375,2,1,3
18482,1875,NY,False,"Greene County, NY",Greene County,1p2c,12564.0,7908.26292,13310.3688,10045.4604,7417.90872,18551.7072,10547.70336,80345.4144,73004.25,1,2,3
9075,914,KS,False,"Decatur County, KS",Decatur County,2p0c,6540.0,6029.67768,13565.3148,12565.38,4554.48996,0.0,6832.28544,50087.1444,64818.39453125,2,0,2
26295,2658,TX,False,"Hemphill County, TX",Hemphill County,2p0c,8856.0,5934.57168,13171.8468,11013.58008,5359.20744,0.0,5747.03904,50082.246,86510.09375,2,0,2
11509,1157,LA,True,"New Orleans-Metairie, LA HUD Metro FMR Area",Plaquemines Parish,2p4c,21210.15,14245.4028,14332.7544,23354.664,12846.9444,13826.4864,12920.6016,112737.0,68485.1875,2,4,6
6500,657,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",McHenry County,1p0c,12660.4896,3268.16496,10749.86796,5329.34988,5771.57964,0.0,7857.49584,45636.9468,102984.4921875,1,0,1
